URL,Text Content
https://nhp.com.au/products/energy-management-and-power-quality,"Energy Management and Power Quality - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityProductsEnergy Management and Power QualityNHP’s expertise and product ranges enable us to provide end-to-end solutions for energy management and power quality, ensuring enhanced efficiency and uninterrupted operations. The energy management products include basic to advanced smart meters, current transformers (CT) and webserver or software-based systems. Empowering a business to analyse energy consumption and implement cost-saving strategies. NHP’s Power Quality solutions ensure a reliable power supply for your operations, products include Static VAR generators (SVG) for Power factor correction, Active Power filters (APF) for harmonic mitigation and hybrid solutions. Our technical services such as power quality audits, commissioning and maintenance assist customers in optimising their energy usage and improving power quality.Energy ManagementAnalogue and Digital MetersBranch Circuit MonitoringCurrent Transformers and TransducersEnergy Management SolutionsEnergy MetersMultifunction MetersPower AnalyserPulse Acquisition MetersPower QualityActive Harmonic FiltersPower Factor CorrectionTotal Power Factor Correction (Hybrid Solution)Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management,"Energy Management - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityEnergy ManagementEnergy Management and Power QualityEnergy ManagementIn today's business landscape, energy management holds utmost importance for achieving sustainability goals and improving operational efficiency. As the old saying goes, measurement is the key to improvement. Recognizing this, NHP provides a diverse array of products specifically tailored to assist businesses in optimising energy usage and ultimately boosting overall efficiency.Product FamilyAnalogue and Digital MetersNHP offer a comprehensive range of IME voltmeters, ammeters and many other analogue measurement devices. Available in both AC and DC, direct connected or via transformers, transducers or shunts.View productsBranch Circuit MonitoringNHP’s branch monitoring solution connects directly to the load side of circuit breakers for simultaneous monitoring of numerous single and/or three-phase loads. Its compact size and ability to monitor up to 96 channels with its respective split core current sensor TCD12 makes it ideal for high-density monitoring within distribution boards.View productsCurrent Transformers and TransducersThe Current transformers and transducers range are highly accurate and cover a broad range of sizes and form factors.View productsEnergy Management SolutionsNHP’s Energy Management Solutions encompass a range of products to meet your energy management and monitoring requirements.View productsEnergy MetersNHP’s wide range of meters offers cost-effective, easy-to-install options for basic energy meters.View productsMultifunction MetersFor applications where more than the basic energy variables are required, NHP offers a range of three-phase multifunction meters to measure advanced and critical system variables such as harmonics and power factor.View productsPower AnalyserNHP’s power analysers are perfect for applications where detailed energy and power analysis is required. With an extremely high sample rate, it is possible to monitor harmonics up to the 127th order, record sags, swells, and other voltage disturbances.View productsPulse Acquisition MetersCentralise your pulse meters with the D4CR12. This “comms” enabled pulse acquisition meter gives you the flexibility to read multiple types of pulse measurements with its programmable pulse weight inputs.View productsDistributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/power-quality,"Power Quality - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityPower QualityEnergy Management and Power QualityPower QualityPower quality is a crucial factor for businesses, as it can directly impact equipment integrity, operational continuity, and financial penalties. Recognising the risks associated with poor power quality, NHP offers a comprehensive range of power quality products to ensure a dependable and consistent power supply, safeguarding against equipment damage and operational disruptions.Product FamilyActive Harmonic FiltersThe Active Power Filter (APF) provides market leading solutions for harmonic mitigation. Able to mitigate harmonics up to the 50th order with a harmonic filtering rate up to 98%, the APF can also correct power factor and unbalanced three phase networks.View productsPower Factor CorrectionThe Delta Static Var Generators (SVG) provide fast, step-less compensation to correct leading and lagging power factor. Utilising solid state inverter technology, the SVG delivers instantaneous power factor correction to the grid by injecting current within 20ms. With no risk of over or under correction, the SVG can correct the power factor of the system to > 0.99 under all load conditions.View productsTotal Power Factor Correction (Hybrid Solution)The Delta Hybrid system is a modular solution that combines the APF and SVG systems to provide dedicated displacement and distortion power correction in a single cabinet. Providing a high harmonic filtering rate (>98%) for harmonics from the 2nd to the 50th order, with a fast response time (<20 ms) the hybrid serves as an all-in-one solution to boost the true power factor of an electrical network.View productsDistributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/power-analyser,"Power Analyser - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsPower Distribution and ProtectionEnergy ManagementPower AnalyserEnergy ManagementPower AnalyserNHP’s power analysers are perfect for applications where detailed energy and power analysis is required. With an extremely high sample rate, it is possible to monitor harmonics up to the 127th order, record sags, swells, and other voltage disturbances.Choose your product Product RangeAllen-Bradley Power Monitor 5000 Advanced Power AnalyserThe Allen Bradley Power Monitor 5000 is the premier power quality meter from Rockwell Automation. Building on core power and energy metering capabilities features include advanced harmonic analysis, power quality monitoring and virtual wiring correction capability. This power analyser is a comprehensive solution for enhanced power monitoring and management requirements.View rangeIME NEMO96 EA Mulitfunction Meter and Power AnalyserThe IME NEMO 96 EA power analysers are perfect for applications where detailed energy and power analysis is required. A high sample rate makes monitoring harmonics up to the 40th order possible, recording sags, swells and other voltage disturbances. Easy to configure and connect to remote monitoring systems via various add-on modules including pulse, alarm, control I/O and analogue outputs.View rangeFiltersSelected:Recommended (5)ResetCollapse AllStandard filtersClearProduct StatusRecommended (5)Indent (6)BrandAllen-Bradley (5)Product RangePower Monitor 5000 (5)Technical filtersClearHeight132 mmWidth185 mmDepth178 mmSort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 6 of 6Grid ViewList ViewAllen-Bradley PM5000 M5 Power Quality Base Meter with EtherNet IP Comms1426M5EOut-Of-StockAllen-Bradley PM5000 M5 Power Quality Base Meter with EtherNet IP CommsIME NEMO96 EA Power Analyser with RS485 Modbus Auxiliary Supply 80 to 265V ACMFQ96021In-StockIME NEMO96 EA Power Analyser with RS485 Modbus Auxiliary Supply 80 to 265V ACAllen-Bradley PM5000 M6 Power Quality Meter with EtherNet IP Comms1426M6EIn-StockAllen-Bradley PM5000 M6 Power Quality Meter with EtherNet IP CommsAllen-Bradley PM5000 M8 Power Quality Meter with EtherNet IP Comms1426M8EIn-StockAllen-Bradley PM5000 M8 Power Quality Meter with EtherNet IP CommsAllen-Bradley PM5000 Display Module1426DMIn-StockAllen-Bradley PM5000 Display ModuleAllen-Bradley PM5000 Powermonitor Protective Connection Kit1400PMACCIn-StockAllen-Bradley PM5000 Powermonitor Protective Connection Kit1Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/branch-circuit-monitoring,"Power Quality Branch Circuit Monitoring - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityEnergy ManagementBranch Circuit MonitoringEnergy ManagementBranch Circuit MonitoringNHP’s branch monitoring solution connects directly to the load side of circuit breakers for simultaneous monitoring of numerous single and/or three-phase loads. Its compact size and ability to monitor up to 96 channels with its respective split core current sensor TCD12 makes it ideal for high-density monitoring within distribution boards.Choose your product Product RangeCarlo Gavazzi WM50 Branch Circuit MonitoringThe Carlo Gavazzi WM50 Branch Circuit Monitoring solution connects directly to the load side of circuit breakers for simultaneous monitoring of numerous single and/or three-phase loads. It's compact size and ability to monitor up to 96 channels, manage up to 16 internal alarms, track events and data logging with onboard memory make it a powerful addition to monitoring critical loads on site.View rangeFiltersSelected:Recommended (5)ResetCollapse AllStandard filtersClearProduct StatusRecommended (5)Indent (11)Obsolete (1)BrandCarlo Gavazzi (5)Product RangeWM30/WM40 (4)WM50 (1)Technical filtersClearAccessoryYesModelMeasurement transformerType of accessory/spare partCommunication moduleDisplayLCDDepth67 mmMounting methodPanel mounting 72x72 mmConnection systemOtherDegree of protection (IP), front sideIP65Operating temperature-25-40Height96 mmSort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 5 of 5Grid ViewList ViewCarlo Gavazzi WM50 Branch Circuit Meter WM50 BaseWM50AV53HBCIn-StockCarlo Gavazzi WM50 Branch Circuit Meter WM50 BaseCarlo Gavazzi WM50 Split Core Current Transformer 12 Channel for WM50 Maximum 65ATCD12BS32AEIn-StockCarlo Gavazzi WM50 Split Core Current Transformer 12 Channel for WM50 Maximum 65AIndent Item (Non-Returnable & Non-Cancellable)Carlo Gavazzi WM30/WM40 Modbus RS485 Communication Plugin ModuleMC485232Out-Of-StockCarlo Gavazzi WM30/WM40 Modbus RS485 Communication Plugin ModuleCarlo Gavazzi WM30/WM40 BacNet IP Communication Plugin ModuleMCBACIPIn-StockCarlo Gavazzi WM30/WM40 BacNet IP Communication Plugin ModuleCarlo Gavazzi WM30/WM40 Modbus TCP Communication Plugin ModuleMCETHIn-StockCarlo Gavazzi WM30/WM40 Modbus TCP Communication Plugin Module1Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/energy-management-solutions,"Energy Management Solutions - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsPower Distribution and ProtectionEnergy ManagementEnergy Management SolutionsEnergy ManagementEnergy Management SolutionsBuildings form one of the largest cost centers in businesses and represent an untapped opportunity for improving bottom line. Understanding how a building performs with respect to energy consumption begins with having access to the right information - which should be easy to find and interpret. NHP can provide you with both hardware and software-based offerings to centralise hourly trending data from a wide range of SMART devices locally or remotely to meet the requirements of the NCC 2022, Part J9D3.Choose your product Product RangeCarlo Gavazzi Energy Management GatewaysCarlo Gavazzi Energy Management Gateways provide a powerful and flexible solution for collating, monitoring, and visualizing energy consumption. Its comprehensive communication capabilities offer the ability to act as datalogger, gateway or controller for BACnet devices, gathering data from meters, environmental sensors and other Modbus devices, including our suite of power distribution products.View rangeNHP SMART eBoxNHP has made energy management as simple as ‘plug and play’ with the new SMART eBox. Its ability to centralise and store hourly energy data from a wide range of energy meters makes it the ideal solution for meeting the requirements of the National Construction Code 2022, part J9D3(3).View rangeFiltersSelected:Recommended (2)ResetCollapse AllStandard filtersClearProduct StatusRecommended (2)Indent (7)BrandCarlo Gavazzi (2)Product RangeEM Gateway (2)Component TypeBasic module for bus system (1)Energy data gateway (1)Technical filtersClearDegree of protection (IP)IP40Interfaces data transmissionEthernetLocal operation/hand operationNoMounting methodDRA (DIN-rail adapter)Housing width35.8 mmBus system KNXNoBus system KNX radioNoBus system radio frequentNoBus system LONNoBus system PowernetNoSort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 2 of 2Grid ViewList ViewCarlo Gavazzi UWP 3.0 Monitoring and Gateway Control 15 to 24V DC EtherNet USB RS485UWP30RSEXXXIn-StockCarlo Gavazzi UWP 3.0 Monitoring and Gateway Control 15 to 24V DC EtherNet USB RS485Carlo Gavazzi VMU-C Webserver Master Unit 12 to 28V DC EtherNet USB RS485VMUCEMAWSSUXIn-StockCarlo Gavazzi VMU-C Webserver Master Unit 12 to 28V DC EtherNet USB RS4851Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/pulse-acquisition-meters,Pulse Acquisition Meters - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsPower Distribution and ProtectionEnergy ManagementPulse Acquisition MetersEnergy ManagementPulse Acquisition MetersCentralise your pulse meters with the D4CR12. This “comms” enabled pulse acquisition meter gives you the flexibility to read multiple types of pulse measurements with its programmable pulse weight inputs.Choose your product FiltersSelected:Recommended (1)ResetCollapse AllStandard filtersClearProduct StatusRecommended (1)BrandIME (1)Product RangeD4CR12 (1)Component TypeInterface converter (1)Technical filtersClearService primary sideOtherConnection type primary sideOtherConnection type secondary sideOtherService secondary sideRS-485Bi-directionalNoGalvanic separationActiveTransmission rate19.2 kBit/sOver current protectionNoNominal electricity consumption21 mASort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 1 of 1Grid ViewList ViewIME D4CR12 Pulse Acquisition Module with 12 Passive Inputs to RS485 240VD4CR12In-StockIME D4CR12 Pulse Acquisition Module with 12 Passive Inputs to RS485 240V1Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/analogue-and-digital-meters,"IME voltmeters, ammeters, and many other analogue measurement devices - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityEnergy ManagementAnalogue and Digital MetersEnergy ManagementAnalogue and Digital MetersNHP offer a comprehensive range of IME voltmeters, ammeters and many other analogue measurement devices. Available in both AC and DC, direct connected or via transformers, transducers or shunts.Product RangeIME Analogue MetersNHP offers a comprehensive range of IME voltmeters, ammeters, and many other analogue measurement devices. Available in both AC and DC, direct connected or via transformers, transducers, or shunts. These meters are available as 48, 72 and 96mm panel mount form.View rangeIME Digital MetersNHP offers a comprehensive range IME of digital meters in both panel mount and DIN mount versions, available in a number of different configurations.View rangeGrid ViewList View1Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/current-transformers-and-transducers,"Current Transformers and Transducers - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityEnergy ManagementCurrent Transformers and TransducersEnergy ManagementCurrent Transformers and TransducersThe Current transformers and transducers range are highly accurate and cover a broad range of sizes and form factors.Choose your product Product RangeIME Solid Core Current TransformersThe IME solid core current transformers are highly accurate and cover a broad range of sizes and form factors that suit busbar, cable, or protection class applications.View rangeIME Split Core Current TransformersThe IME split core current transformers (CT) are a highly accurate and excellent for a retrofit environment, with a broad range of primary current options and window sizes.View rangeIME TransducersThe IME transducers provide a comprehensive range of transducers for AC and DC voltage and current as well as fully programmable units. With options for scalable output AC current transducer and all-in-one current transformers and transducers, IME transducers  can fit a wide range of applications.View rangeFiltersSelected:Recommended (107)ResetCollapse AllStandard filtersClearProduct StatusRecommended (107)Indent (233)Obsolete (2)BrandIME (107)Product RangeCombined CT and Transducer (4)Solid Core CT (84)Split Core CT (15)Transducer (4)Component TypeCurrent transformer (105)Current value transformer (2)Technical filtersClearModelAttachable current transformerCable rebuilding current converterOtherSingle-phase current converterSummation current transformerThrough-feed current converterShow More (1)Primary rated current100 A1000 A1200 A125 A1250 A150 A1500 A1600 A200 A2000 A225 A250 A2500 A300 A3000 A4 A40 A400 A4000 A5 A50 A500 A60 A600 A70 A75 A750 A80 A800 AShow More (24)Secondary rated current0.02 A1 A5 AAccuracy class0.5135Sort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 12 of 107Grid ViewList ViewIME TAIBB Solid Core Current Transformer 100A/5A 21mm 1.5VA Class 0.5TAIBB1005AIn-StockIME TAIBB Solid Core Current Transformer 100A/5A 21mm 1.5VA Class 0.5IME TT35 Combined CT and Transducer 2 Wire 25 to 225A In 4 to 20mA Out 10 to 34V DC AuxiliaryTT351030VDCOut-Of-StockIME TT35 Combined CT and Transducer 2 Wire 25 to 225A In 4 to 20mA Out 10 to 34V DC AuxiliaryIME TAIBB Solid Core Current Transformer 40A/5A 21mm 1VA Class 3TAIBB405AIn-StockIME TAIBB Solid Core Current Transformer 40A/5A 21mm 1VA Class 3IME TAS102 Solid Core Current Transformer 1600A/5A 102 x 38mm 15VA Class 1, 12VA Class 0.5TAS10216005AOut-Of-StockIME TAS102 Solid Core Current Transformer 1600A/5A 102 x 38mm 15VA Class 1, 12VA Class 0.5IME TA432 Solid Core Current Transformer 400A/5A 32mm 10VA Class 1, 8VA Class 0.5TA4324005AIn-StockIME TA432 Solid Core Current Transformer 400A/5A 32mm 10VA Class 1, 8VA Class 0.5IME TAS102 Solid Core CT Horizontal 2500A/5A 102 x 38mm 25VA Class 1, 20VA Class 0.5TAS102H25005AOut-Of-StockIME TAS102 Solid Core CT Horizontal 2500A/5A 102 x 38mm 25VA Class 1, 20VA Class 0.5IME TAS102 Solid Core Current Transformer 2000A/5A 102 x 38mm 25VA Class 1, 20VA Class 0.5TAS10220005AOut-Of-StockIME TAS102 Solid Core Current Transformer 2000A/5A 102 x 38mm 25VA Class 1, 20VA Class 0.5IME TAIBB Solid Core Current Transformer 50A/5A 21mm 1.5VA Class 3TAIBB505AIn-StockIME TAIBB Solid Core Current Transformer 50A/5A 21mm 1.5VA Class 3IME TAS65 Solid Core Current Transformer Horizontal 800A/5A 65 x 32mm 15VA Class 1, 12VA Class 0.5TAS65H8005AOut-Of-StockIME TAS65 Solid Core Current Transformer Horizontal 800A/5A 65 x 32mm 15VA Class 1, 12VA Class 0.5IME TAIBB Solid Core Current Transformer 150A/5A 21mm 3VA Class 0.5TAIBB1505AIn-StockIME TAIBB Solid Core Current Transformer 150A/5A 21mm 3VA Class 0.5IME TAS65 Solid Core Current Transformer Horizontal 1500A/5A 65 x 32mm 25VA Class 1, 20VA Class 0.5TAS65H15005AIn-StockIME TAS65 Solid Core Current Transformer Horizontal 1500A/5A 65 x 32mm 25VA Class 1, 20VA Class 0.5IME TAS65 Solid Core Current Transformer 800A/5A 65 x 32mm 15VA Class 1, 12VA Class 0.5TAS658005AOut-Of-StockIME TAS65 Solid Core Current Transformer 800A/5A 65 x 32mm 15VA Class 1, 12VA Class 0.512345...9Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
https://nhp.com.au/products/energy-management-and-power-quality/energy-management/multifunction-meters,"Multifunction Meters - NHP Australia1300 647 647AUNZWholesalersAbout UsCareersNewsSearchLog InProductsSolutionsServicesSupportMedia and EventsContactProductsEnergy Management and Power QualityEnergy ManagementMultifunction MetersEnergy ManagementMultifunction MetersNHP’s range of three-phase multifunction meters are available in DIN mount or panel mount options. These meters are a versatile and reliable range for measuring and monitoring energy consumption in your applications. With its advanced features such as multi-tariff, WAGES measurements and power quality analysis, these multifunction meters allow you to track your energy usage and critical system variables in real time. The meter has a wide range of communication options, making it easy to integrate with other devices, systems and software. The multifunction meters are easy to install and have modular design options to allow for the most economical solution for any application.Choose your product Product RangeIME NEMO D4-LE Multifunction Energy MetersThe Nemo D4-LE is a compact DIN mountable multifunction meter that offers all the system variables required, including harmonic current and voltage up to 50th harmonic. Perfect for retrofit applications.View rangeFiltersSelected:Recommended (4)ResetCollapse AllStandard filtersClearProduct StatusRecommended (4)Indent (2)Obsolete (1)BrandIME (4)Product RangeNEMO D4-LE (4)Component TypeMultifunction measuring instrument (4)Technical filtersClearAmpere meterYesFrequency meterYesEffective power measurement deviceYesAccuracy class active energy according to IEC 62053-220.5SOtherAccuracy class reactive energy according to IEC 62053-23OtherDisplayLCDDepth65.6 mm81 mmDegree of protection (IP), front sideOtherHeight72 mm89.5 mmBlind power meterYesSort By:Relevance (default)Item No (asc)Item No (desc)Product Description (asc)Product Description (desc)Showing 1 - 4 of 4Grid ViewList ViewIME NEMO D4-LE Multifunction Meter with Pulse and Modbus RS485 RTU or TCPMFD4421Out-Of-StockIME NEMO D4-LE Multifunction Meter with Pulse and Modbus RS485 RTU or TCPIME NEMO 72LE Multifunction Meter with Modbus RS485MF72421In-StockIME NEMO 72LE Multifunction Meter with Modbus RS485IME NEMO D4-LE Multifunction Meter with PulseMFD4411In-StockIME NEMO D4-LE Multifunction Meter with PulseIME NEMO D4-LE Multifunction Meter and Rogowski Kit 5000A 190mm 3m CableKRNEMOD4LE190Out-Of-StockIME NEMO D4-LE Multifunction Meter and Rogowski Kit 5000A 190mm 3m Cable1Distributor partnershipNHP is the exclusive authorised distributor for Allen-Bradley products in the entire South Pacific regionUseful linksWholesalersContact usAbout NHPCareersReturnsConditions of SalePrivacyDisclaimerSDoCsFollow usFollow us on social media to get the most up to date NHP news© 2024. NHP. All rights reserved.ABN: 84 004 304 812Rate your experience"
